section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs
1997,村上的人都说建大棚打桩子时挖到这个古墓里面有三副棺材可谁都不知道这是谁家的祖坟后来大家看到一块石碑上刻着郝字估计是郝家的祖坟我们附近村上也有他家的坟一位不愿透露姓名的村民说看到古墓又惊喜又气愤听说发现郝家祖坟郝家几位后人和莘县文物管理所的工作人员赶到事发现场当时现场三副棺椁已被掩埋再次挖出古墓后我们发现最西头一副棺椁的棺材板已全部散落里面只有几节骨节中间棺椁上方塌陷里面只有几节尸骨最后一副棺椁的盖子上破了一个洞棺椁外面有块墓志铭上面刻有故内君江氏墓志铭内君江氏名世广镛之主妇也为有莘郝氏为国学生名若镛君生于万历癸巳七月十五日卒于万历丁巳二月廿七日享年二十五岁我们确定这就是郝家的祖坟郝家后人郝烨说,300,27,"[6, 7, 6, 7, 13, 11, 4, 8, 12, 12, 18, 25, 12, 7, 20, 8, 8, 8, 15, 9, 24, 12, 23, 6, 4, 8, 7]",[11],[[11]],"[[11, 11]]"
1998,据郝家其他几位后人介绍郝家坟茔位于莘县燕店镇麻寨村在明代郝家曾是当地的名门望族祖上在明嘉靖和万历年间做过官莘县县志和郝氏家谱上有详细记载其他祖坟都已经找到唯独郝若镛夫妇的坟墓没找到十几年我们一直在寻找这座坟墓可一直没有找到没想到这次竟找到了得知这个消息后我们非常惊喜可到了现场看见坟墓被破坏了非常气愤郝家后人说郝若镛和丁氏的棺椁曾迁动过江氏的棺椁从未动过21日凌晨打开棺椁后他们只看到了尸体没发现其他的陪葬品江氏的墓志铭上刻着君生于武阳巨族曾祖讳汝龙诰封兵部尚书祖兵部尚书太子太保讳东谥恭襄公等字样既然是江东的孙女怎么会没有陪葬品我们怀疑这些东西被盗了,276,28,"[11, 14, 3, 11, 14, 15, 9, 13, 3, 11, 7, 9, 7, 6, 5, 8, 4, 5, 13, 9, 10, 8, 9, 27, 18, 8, 8, 11]",[17],[[16]],"[[17, 16]]"
1999,小德中午啃馒头的行为引起了辅导班老师的注意前天中午一位老师特意来找我谈心问我天天中午吃馒头是不是因为家里条件不好她还主动提出要提供帮助呢虽然自己并不是寒门子弟但老师的热心仍令小德感动万分同学们知道了小德啃馒头看书的事儿都很佩服他认真学习的劲头并建议以健康为重注意身体,133,10,"[21, 4, 11, 20, 12, 11, 14, 16, 12, 12]",[7],[[7]],"[[7, 7]]"
2000,怎么有这么多车被划了13日晚正在巡逻的劳动南路旭景名园小区保安吃惊地问同伴经他们检查小区内58辆汽车被不同程度划伤这么气人的事情是谁做的调取监控录像后大家都惊呆了——破坏者是两个看上去只有五六岁的女孩奔驰宝马路虎都跟着遭难昨日上午仍有被划伤的四五辆车停在小区北侧的地上停车位内它们的一侧车门均有划痕有的重有的轻有的一道有的两道有辆车车身划着圆圈有辆车身上写着不字,181,17,"[10, 4, 23, 5, 15, 11, 7, 25, 15, 23, 11, 3, 3, 4, 4, 9, 9]",[3],[[5]],"[[3, 5]]"
2001,溥仪一伙人逃至吉林省通化大栗子沟后因生存危机将所携国宝变卖了很多让人痛心的是在逃亡路上他和朝臣们没有吃的就拿这些价值连城的字画古董和当地农民换馒头吃这就使得大量珍宝流失民间对于大家关心的这幅画的真假鉴别问题套用启功先生的话说鉴定不是简单的分真伪它有一定的模糊度从古代流传下来的书画有多种情况是真伪两端所不能概括的如把真伪二字套到一切书画作品上也是与情理不符合不合逻辑的,184,16,"[17, 15, 6, 5, 9, 22, 12, 17, 19, 8, 10, 5, 11, 15, 8, 5]",[3],[[7]],"[[3, 7]]"
2002,这无疑是个巨大的挑战因为你不仅要让她们都重回年轻状态而且还必须使二人的容貌尽可能地相似各花6500英镑整容费术后又难分彼此为了这次整容克莉丝汀和黛安每人各自花了6500英镑的手术费令姐妹俩惊喜若狂的是手术的结果十分完美术后她俩不仅恢复了年轻的容貌而且相貌又和年轻时一样难分彼此了黛安说手术的结果绝妙无比我无须照镜子就能知道自己的模样——我只要看看克莉丝汀就行了反之亦然,184,13,"[10, 16, 17, 24, 23, 10, 9, 2, 12, 16, 12, 29, 4]",[6],[[7]],"[[6, 7]]"
2003,巴西媒体10日报道这名妇女来自帕拉州现年35岁她近来感到自己耳朵附近部位疼痛难忍前往医院接受治疗在X光检查中医生惊讶地发现这名妇女软组织中嵌有24根至26根针报道说这名妇女出身于一个裁缝之家医生认为她11岁将这些针刺入自己的身体眼下不清楚这名妇女为什么对针刺一事毫无记忆而且20多年内没有感到剧烈疼痛,150,14,"[9, 9, 5, 17, 8, 6, 7, 18, 3, 13, 4, 15, 21, 15]",[7],[[8]],"[[7, 8]]"
2004,小海翔记忆潜能还有待挖掘在母亲柴小芬的心里叶海翔是她心挥不去的爱与哀愁——2001年的一个夏天怀胎仅仅7个月柴小芬生下了叶海翔早产儿叶海翔出生时活泼可爱与其他婴儿无异小海翔7个月大时出现了发烧浑身抽搐口眼歪斜等现象心急如焚的柴小芬夫妇抱儿子去医院检查检查结果犹如晴天霹雳叶海翔患的是几乎不可治愈的脑瘫几年来柴小芬背着叶海翔辗转上海北京杭州等地求医花光了家里所有积蓄小海翔的病依旧没有彻底好转不能正常行走不能正常认字读书甚至大小便都无法自理,219,16,"[21, 26, 16, 13, 7, 8, 16, 18, 25, 3, 20, 9, 13, 6, 8, 10]",[8],[[7]],"[[8, 7]]"
2005,试管受精术怀上双胞胎卡伦约翰逊是三个月前生下这对双胞胎的6日刚刚回家此前这对双胞胎已经在医院与死神搏斗了3个月她6日表示当我知道他们平安降生时我欣喜若狂在他们出生后的3个月我一直处于兴奋和焦虑之中卡伦是利用他人捐献的卵子和丈夫的精子做了试管受精手术才怀上这对双胞胎的,133,8,"[28, 6, 21, 16, 5, 10, 12, 35]",[5],[[4]],"[[5, 4]]"
2006,车四顺表示我觉得车对于我来说非常重要虽然我年纪大但我决心一定要获得印有我照片和名字的驾驶证在参加第950次笔试的去年11月4日车四顺终于获得了合格分数线60分这一合格成绩令她分外喜悦而950次的专业考试应试次数也是自韩国开设驾驶证考场以来的最高纪录之后她又在桩考和路考中失败了9次终于在第10次挑战时获得了驾驶证,156,9,"[18, 6, 21, 18, 16, 12, 33, 16, 16]",[6],[[6]],"[[6, 6]]"
2007,更倒霉的是去年约翰所在公司效益不好大裁员约翰也不幸丢了饭碗整天蜗居在家的他甚至连被撞的机会也没了约翰苦恼地说我到现在也没弄明白为什么我会这么倒霉所有不幸都发生在我的身上在经过了如此多车祸之后我很庆幸我仍活着,103,9,"[5, 15, 9, 19, 15, 9, 12, 11, 8]",[5],[[6]],"[[5, 6]]"
2008,现在他有一个固定的女友叫白狐化名因为白狐是俩人最喜欢的一首歌在谈这个女友之前惊蛰从来没有谈过恋爱生理上的先天发育不良让他有些自卑他没有勇气去追求让他动心的女孩子虽然生理上先天不良但让记者吃惊的是他的父母并不知道惊蛰说他也是青春期发育过后才知道的他以前没太重视等到20来岁上大学时知道了已经晚了,146,15,"[11, 5, 14, 8, 10, 16, 16, 9, 8, 8, 3, 14, 7, 13, 4]",[6],[[6]],"[[6, 6]]"
2009,本报广州12日消息自10日凌晨开始广东增城市中心镇官塘村突然涌现出数百条不知名的三角头蛇令村民惊恐万分这些蛇盘踞在村民房屋周围的草丛水沟砖石底下等阴暗角落有的甚至爬进村民家中从来没见过这种蛇不知道有多毒村民们不敢睡觉彻夜到处驱蛇杀蛇并报警和通知林业等专业部门工作人员到场调查,137,10,"[17, 27, 7, 26, 10, 8, 6, 7, 8, 21]",[3],[[2]],"[[3, 2]]"
2010,妈妈不堪重负提前1月生产看着这3个可爱的孩子郝瑞丰夫妇心里说不出的惊喜喜得3胞胎而且3个孩子现在都很健康我们心里真的很高兴初为人父的郝瑞丰说起孩子时满脸都是幸福确实是一件值得高兴的事我在妇产科十几年了也就碰见过两三次生3胞胎的还都有夭折的这次3个孩子都很健康我都替他们高兴,136,13,"[22, 13, 5, 12, 9, 13, 6, 11, 9, 13, 6, 10, 7]",[5],[[3]],"[[5, 3]]"
2011,孩子们平安出生了可是3个孩子怎么养啊刚当了爸爸的郝瑞丰还没来得及欣喜就开始犯愁别的不说光这次住院生孩子连小孩带大人前前后后要花不少钱而且日后3个孩子的吃喝营养都得花一大笔钱啊一说起这个郝瑞丰就开始皱眉,100,12,"[8, 10, 21, 4, 8, 6, 4, 5, 4, 17, 5, 8]",[3],[[8]],"[[3, 8]]"
2012,据他介绍该条怪鱼是他昨晚在琼州海峡捕鱼时抓到的鱼抓上船后让我感到很惊讶因为我捕鱼这么多年从来没见到这么怪的鱼童齐丰说该怪鱼有30斤重记者看到怪鱼被放到一个泡沫塑料箱里怪鱼身长有40厘米宽25厘长身形扁长张开的嘴巴里居然没有牙齿在其腹部和背部分别有两条又长又宽的鳍,131,16,"[4, 19, 5, 7, 9, 10, 4, 8, 4, 13, 9, 5, 4, 12, 7, 11]",[4],[[6]],"[[4, 6]]"
2013,中性粒细胞本来可以杀死细菌真菌等但出现氧化功能缺陷后就很容易感染细菌和真菌一个小小的感冒将很快发展成肺炎基本没有特效药可治疗唯一办法就是像白血病一样通过干细胞移植才有望彻底治愈但由于该疾病确诊困难大多数患儿一发病还没确诊病因就已经夭折提前监控生出健康娃医院通过基因诊断发现刘女士体内携带有致病基因由此刘女士伤心欲绝不敢再要孩子时却在去年意外怀孕而且是男婴专家立即从她体内取出胎儿羊水细胞并作基因检测分析幸运的是检测发现男婴并未携带致病基因按照医生的叮嘱和监控刘女士于去年底产下男婴,240,23,"[16, 10, 11, 15, 10, 12, 14, 10, 8, 11, 17, 14, 2, 7, 7, 8, 5, 16, 8, 4, 14, 10, 11]",[14],[[12]],"[[14, 12]]"
2014,如皋市一位收藏者淘到一本薄薄的古旧书让人感到新奇的是这本年代被推断为清代中期的毛笔手抄本竟有6万字的大容量楷体书法不光书写严谨且字迹微小平均每平方厘米达20个字涉入收藏业多年的王林先生在如皋市开了一家古玩店近日他淘到了一件宝贝一直让他为之兴奋不已昨天记者在他家看到了这件藏品那是一本用宣纸线打眼装帧的古旧书据王林说那是在3月14日下午一位自称祖辈是教书人家的中年妇女拿着一本旧书来说是要以1000元出卖翻开后发觉这本书虽很破旧但和普通古旧书不一样的是里面微小的手写楷书字体是从未见过的,242,22,"[18, 8, 18, 9, 10, 5, 12, 23, 10, 10, 2, 12, 16, 4, 10, 23, 11, 3, 9, 12, 11, 6]",[10],[[9]],"[[10, 9]]"
2015,虽然福克斯看起来和别的同龄男孩没什么不同但学习上有困难6岁的他智力只相当于两岁半的孩子他不能说话因此只能上特殊学校对危险没有辨别能力除了等什么也做不了莎伦说知道我儿子这种病在世界上绝无仅有真让人感到恐怖除了这些福克斯是一个可爱的小家伙他总是会亲吻拥抱我喜欢挨着我才能睡得着觉,137,12,"[20, 7, 16, 5, 9, 9, 28, 7, 4, 12, 9, 11]",[8],[[7]],"[[8, 7]]"
2016,前妻卧室安顺风耳窃听埃及男子穆罕默德11年前因移情别恋不顾发妻苦苦哀求毅然离婚随即与小三重新组建了家庭一想到结婚多年的丈夫如此决然分手前妻心意难平时不时骚扰穆罕默德让后者烦不胜烦更让他惊恐不已的是一天他竟然在卧室角落里发现一枚酷似窃听器的黑匣子穆罕默德心知肚明不用多问这一准是他那难缠的前妻的杰作为彻底摆脱前妻的顺风耳穆罕默德忍痛卖掉了才住了没多久的新房重新在远处另外购置了一套新公寓然后带着怀孕的新婚妻子搬入了新的住处,210,17,"[27, 12, 12, 16, 6, 9, 7, 9, 11, 13, 8, 4, 14, 11, 18, 15, 18]",[8],[[10]],"[[8, 10]]"
2017,安妮称她和鹦鹉阿丽巴在一起共同生活了30年她们的感情就像家人一样深厚化疗鹦鹉本周离开人世今年3月16日晚上这只饱受癌症折磨的宠物鹦鹉由于病情加重终于不治身亡离开了人世和爱它的主人安妮伤心的安妮含着眼泪回忆说当医生一开始告诉我阿丽巴患有癌症最多只能再活两个月时我是那样的震惊因为对于一只鹦鹉来说它仍处于中年所以我毫不犹豫地决定让它到佛罗里达州兽医专家医院接受化疗,180,10,"[3, 18, 13, 19, 25, 13, 38, 7, 16, 28]",[7],[[5]],"[[7, 5]]"
2018,被人嘲笑变性了夜里翻身都困难郭庆坡苦笑着说他不知道自己的乳房为什么会比女性还大还因此受了很多委屈和嘲笑不少村里人都奚落他偷偷变性了笑话他直接做女人得了为了少听这些闲言碎语郭庆坡尽量不抛头露面两年来能少出门就少出门就连地里的农活也都由妻子一人代劳自己只能在家里干些零碎的活计由于身体多处部位出现肿大变形郭庆坡根本买不到合适的衣服只能找裁缝定做,170,13,"[21, 18, 12, 14, 10, 10, 10, 11, 16, 14, 14, 13, 7]",[3],[[2]],"[[3, 2]]"
2019,据报警的赵先生称自己回家是因早上出门太急忘带了手机所以趁午休时间回家取没想到一开门房内一片狼藉客厅里还瘫倒着一名呼吸十分急促的男子这时赵先生才意识到家中进贼了情急之下他报了警情况紧急民警将该男子迅速送至医院进行抢救一阵搞怪铃声小偷吓出了心脏病经当地医院及时抢救该男子终于脱离危险,139,15,"[8, 17, 10, 6, 6, 18, 2, 12, 4, 4, 4, 16, 6, 17, 9]",[9],[[8]],"[[9, 8]]"
2020,2月3日上午当接到这个求助电话时记者有点不相信因为秃顶而自杀但对方声音低沉很认真打来电话的是家住长沙市伍家岭的廖先生他说秃顶10年自己一直都很自卑甚至失去了活下去的勇气记者决定马上前往廖先生的住处找人他不愿再接听电话然而刚刚出发意外的事情发生了这位廖先生不愿意再接电话,134,16,"[6, 10, 7, 7, 7, 3, 18, 2, 5, 8, 11, 14, 12, 4, 8, 12]",[10],[[9]],"[[10, 9]]"
2021,另外前几天罗玉凤上了江苏卫视著名的情感类访谈节目人间罗玉凤还解释了为什么要与湖南小伙前男友分手重新找了个长相很好月收入数万的男生因为前男友长相比较难看带回家去很丢脸凤姐热引爆网络三大流派PK目前罗玉凤小组和罗玉凤贴吧已经相继成立百科也已出现了罗玉凤词条,126,10,"[2, 24, 21, 17, 11, 7, 7, 8, 17, 12]",[6],[[5]],"[[6, 5]]"
2022,其实孩子并不识字她背书更多是靠识图背诗歌或者点诗歌名字及提示该诗歌头一句诗或头几个字才开始背诵的小蓝心的父亲说他们对孩子具有的超凡记忆力很惊喜但同时也忧心忡忡孩子拥有超凡的记忆力毫无疑问会对她今后的成长学习带来一定帮助这也是孩子将来立足社会的先天优势但如果不及时正确引导教育孩子势必会弄巧成拙影响孩子一生,152,11,"[8, 12, 28, 7, 16, 8, 10, 20, 16, 14, 13]",[5],[[5]],"[[5, 5]]"
