section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs,conn
1304,前日在成都市一医院重症监护室住了4天的徐伟化名转到了普通病房家人想和他交流让他动动身体又怕他累到怕他没法动因为徐伟的脑部受了伤7月22日早上徐伟和邻居因挪车产生矛盾邻居在愤怒之下将车钥匙刺进了徐伟头部左侧金属端插进头部2厘米伤及大脑,116,11,"[2, 28, 13, 10, 10, 7, 12, 7, 13, 10, 4]",[8],[[7]],"[[8, 7]]",当而当但但而而而就由或
1305,到达医院后该小伙子才坦言自己刚才与女友吵架了女友提出要分手他心里难受正好看到徐先生的车子速度比较慢就跑上去想制造点状况哄女朋友回心转意两人闹点别扭就算了这样冒险跑到路上如果当初我的车速快或一下子刹不住这害着的还是他自己知道真相后徐先生哭笑不得地说,123,14,"[5, 7, 10, 7, 5, 15, 4, 14, 9, 8, 16, 9, 5, 9]",[5],[[4]],"[[5, 4]]",当而而与但但但就但就但但当但
1306,昨日还未开庭被害人父母就早早坐在旁听席上韩国军戴着脚镣刚被带进法庭被害人父母就开始大哭起来后在法官的劝解下才安静下来韩国军被带进法庭时昂首挺胸因为没有看到旁听席上有家人脸上稍微有些失望的神情站上被告席后身体微微发抖对于检方指控韩国军开始称不属实但在公诉人问完问题后他表示认罪并称现在很后悔,144,17,"[2, 4, 14, 13, 12, 8, 5, 13, 13, 11, 6, 6, 6, 9, 10, 5, 7]",[10],[[9]],"[[10, 9]]",如但而而而而但当但而当但而但但但但
1307,2011年10月25日左右韩国军称老婆回老家生孩子他晚上想到被歧视的事情心里特别不舒服于是带把刀就去找小女孩了结果被女孩打了一巴掌和踹了一脚韩国军后来回到饭馆想想还是生气就又回到超市想把她骗出去打一顿就算了可是她一直不出来韩国军说之后他回老家了,122,15,"[13, 4, 8, 11, 7, 12, 15, 9, 6, 6, 12, 8, 4, 2, 5]",[5],[[4]],"[[5, 4]]",而但与当但就但而但但就但但但但
1308,今年1月一组保健专家上门探访了马丁并警告他不接受我们建议的话就会死除了4次进医院马丁最后一次走出门口是在2001年的9月11日恐怖主义者挟持飞机撞向美国世贸中心的当天我非常清晰地记得那天因为人们对袭击反应非常恐慌但对我而言事情有好的一面因为我再也不需要走出家门了马丁说马丁表示自那以后他就一直在领受伤残补助金了因为他身体不适合工作,165,15,"[4, 13, 16, 7, 23, 20, 10, 13, 12, 13, 3, 4, 4, 13, 10]",[8],[[8]],"[[8, 8]]",如当但但但当但而但但但但但但但
1309,福高自主招生考试于昨日举行冷然能否考上福高成为福州史上年龄最小的高中生今天就能揭晓小学只读了两年半就读初中不到一年就已达到初三学生中上的学习水平冷然的学习经历让人吃惊也让外界对他的成长经历充满好奇昨日本报记者采访了这名8岁半男孩的家人家人告诉记者冷然的确有着超乎寻常的接受能力与记忆力但孩子今后怎么走他们还是希望一切顺其自然同时也希望外界不要过多关注冷然给孩子保留一个空间让他安静学习成长,194,18,"[13, 8, 14, 6, 8, 8, 15, 11, 15, 2, 17, 6, 19, 8, 12, 15, 9, 8]",[8],[[8]],"[[8, 8]]",如而更但而因但而但如但但但但但但但但
1310,自从滕州这只悲催的哈士奇被当成狼对待之后事件迅速在网上发酵家有爱宠哈士奇的网友深表焦虑纷纷表示要限制自家小哈出门就算带出去溜达也要两手准备在小哈脖子上挂个牌牌上书我不是狼另外更要时刻拽紧狗绳以防砖家指狗为狼如果实在没有时间陪它出门还有一个万全之策把小哈的毛剃掉一部分具体形状见图但很可能麻烦会跟着来据网友分析这种样貌的狗狗在外溜达很有可能以流氓罪被逮捕,176,15,"[20, 9, 14, 13, 7, 16, 6, 10, 8, 12, 24, 10, 5, 11, 11]",[3],[[1]],"[[3, 1]]",但但而更但但就而但但但但而但但
1311,然而工作人员仍然没有给岑先生提供便捷的解决办法程序依旧按照原有的方法岑先生要么继续拨打汕头交警的电话要么继续按照套牌来处理而汕头方面的电话是否可以打通并不能保证岑先生最好的选择就是按照套牌处理面对这样的处理方法岑先生十分气愤地说明明是交警系统内部的问题打个电话就可以解决为何要我们老百姓来打电话这不是在给车主找麻烦吗在连续拨了几天汕头警方的电话后岑先生终于拨通了对方承诺会对此事尽快解决但至于何时可以解决并未给出一个确切的答复,213,18,"[2, 21, 4, 7, 16, 11, 19, 16, 9, 21, 9, 12, 11, 15, 8, 12, 9, 11]",[10],[[9]],"[[10, 9]]",当但但但但但因而而而但但但就而但但但
1312,昨日下午两点半左右在韶山南路家乐福一层宝岛眼镜店工作的毛荣正在靠近门店口的货架上整理货物突然他听到嘭的一声回头一看一位三十岁左右的青年男子倒在他们店门口其鼻腔边还有一滩血迹手也在颤抖毛荣正想去将其扶起来而一位同事却告诉他情况不明还是不要随便移动病人得好当务之急是拨打120毛荣称自己是第一次碰到这种事情一时手忙脚乱但110120他都拨了在等救护车的过程中毛荣却遭来了一顿指责路过的市民余女士有些气愤你们这样见死不救太不人道了尽管毛荣对其解释已经报警只是救护车还没来但余女士还是不满仍在指责他们,246,27,"[9, 20, 15, 9, 4, 19, 10, 5, 10, 9, 4, 12, 4, 6, 3, 12, 6, 11, 9, 10, 20, 5, 8, 4, 8, 8, 6]",[21],[[21]],"[[21, 21]]",而而但但但而而但而但但但当但但但但但就但而就但但就但但
1313,报道世上没有事比医生证实摰亲撒手尘寰更令人哀伤但英国一名被证实技术性死亡的49岁中年妇人凭丈夫一句深情的我爱你奇迹起死回生贝利本月10日下午在家中突然心脏病发医护人员抢救几小时后当晚指她已技术性死亡只能靠肾上腺素电击及心肺复苏等方法茍延残喘直到她呼吸停顿便宣布其正式离世贝利的家人于是齐集向她告别当中包括其行动不便的丈夫约翰他发表最后爱的宣言在贝利耳边温柔细语我爱你你回来吧剎那间贝利的面色逐渐转好眼睑跳动更回握女儿波蒂厄斯的手叫一家人好不雀跃,222,22,"[2, 5, 16, 21, 11, 6, 18, 10, 10, 21, 7, 8, 13, 14, 9, 12, 4, 3, 9, 4, 11, 8]",[3],[[3]],"[[3, 3]]",但但但但就因但但但但但但而但当总当但但当但更
1314,假的哥看上去不过30岁出头戴着一副眼镜警方在他身上和车上没有搜出任何证件却搜出了两张百元的假钞刘师傅说当时这名假的哥向警方交待他的车是花4000元在花乡买的后来刷了漆套了车牌随后民警将这名假的哥带走调查交警也将他的克隆车开走扣押刘师傅连声向车上的李先生道谢随后才去附近的医院包扎手能亲手抓住这家伙我特兴奋都顾不上疼了事后刘师傅才发现右手疼得厉害但他认为这也值了,180,20,"[13, 6, 17, 11, 4, 12, 15, 5, 4, 2, 12, 13, 14, 12, 8, 4, 6, 2, 12, 8]",[16],[[15]],"[[16, 15]]",当但但但但而而但更但而而但但就而但故但但
1315,游客二猛兽区每个猛兽馆都是分离的我们去看孟加拉虎兴致勃勃地欣赏老虎奔跑结果老虎不断逼近我们也有点害怕开到孟加拉虎馆出口大门锁住了老虎扑上来咬轮胎我们就更害怕了,79,9,"[16, 8, 11, 8, 7, 9, 5, 8, 7]","[5, 9]","[[4], [8]]","[[5, 4], [9, 8]]",与但更但但就但当但与当就但但就但当而
1317,当天14时40分飞机顺利抵达北京后两位老人去取托运的行李行李出来的速度也比较快20分钟左右3件行李全取到了可是两位老人发现纸箱子坏了里面的辣椒酱洒了出来不过他们并未在意觉得可能是装辣椒酱的罐子被摔坏了可让老人感到气愤的是箱子里的腊肉竟然也被割去了一块那块腊肉原本约50厘米长10厘米宽没有骨头的那一头被割去了15厘米左右有成人的手掌那么大王先生说因为腊肉是风干的外表都是暗红色的唯有被割去一块的地方呈明显的白色是猪油的颜色,211,22,"[8, 9, 11, 11, 6, 8, 2, 11, 10, 8, 16, 10, 15, 12, 5, 18, 9, 4, 8, 8, 16, 6]",[12],[[13]],"[[12, 13]]",而当由而但当但当当但总更而而或而就但而而但就
1318,广告以一只绿色的蝗虫爬到香港狮子山顶睥睨香港维港为背景图标题是你愿意香港每18分钟花$1000000养育双非儿童吗广告还声称香港人忍够了并提出诉求强烈要求政府修订基本法24条阻止大陆双非孕妇无限量进入香港广告出街后有香港网民表示支持反蝗和修法的诉求也有网民指出制止内地孕妇赴港产子不是排外但也有不少内地网民对于广告羞辱内地人为蝗虫表示愤怒认为香港回归多年香港人却依然歧视内地人甚至看不起普通话和简体字太不像话,204,19,"[10, 8, 10, 16, 3, 10, 8, 3, 19, 15, 5, 17, 6, 14, 25, 8, 11, 12, 4]",[15],[[15]],"[[15, 15]]",而就而但由如而就但因当更但或但更而但但
1319,澳大利亚一位巴士公司老板拿出卖公司所得的1500万澳元约1亿人民币作为奖金分给其雇员让人着实为他的慷慨大方惊喜万分79岁的肯•格伦达将经营了66年的家庭公司出卖后把获利的相当大的一部分分给了雇员以奖励他们的辛勤工作和对公司的忠诚,114,6,"[33, 9, 15, 24, 16, 17]",[3],[[3]],"[[3, 3]]",而或更当就而
1320,杭州64岁的一位阿姨年前感冒一直没有去看病过年这两天家里人发现她头昏嗜睡讲话口齿不清送去医院检查后诊断为脑炎需要住院治疗一位70岁的老先生平时不喝酒过年家人团聚特别高兴喝了2两茅台酒感觉有点头晕拍全家福时突然晕倒在地送到医院被诊断为酒精中毒,120,20,"[10, 4, 7, 5, 8, 2, 6, 7, 5, 6, 9, 5, 6, 4, 7, 6, 5, 6, 4, 8]",[14],[[13]],"[[14, 13]]",而更但就当因但就因如由但当但就但当却就但
1321,阿欣的家位于广州白云区金沙洲的经济适用房小区不大而且很简单的两居室内却有两只小狗和一只小猫陪着她它们都是我捡回来的阿欣说每当看见在外流浪的小狗小猫都会心如刀割而最早被阿欣收养的一只小狗是因为患上狗瘟而遭主人抛弃阿欣虽然和朋友花了5000元将狗瘟治好但小狗仍留下了后遗症经常还得花钱医治,142,13,"[4, 18, 12, 14, 9, 3, 13, 6, 13, 13, 19, 10, 8]",[8],[[7]],"[[8, 7]]",与而但但但但但但因但但但但
1322,今天上午马俊杰接受了本报记者的采访对于这首歌受到学生的追捧他坦言很是惊喜我是写小说的第一次写歌词马俊杰告诉记者去年12月初的一个中午人大团委老师拿着这首歌的曲子找到自己希望能给这首歌填词我坐下来静静地听听了好几遍一种淡淡的家的意味油然而生灵感的降临让马俊杰很快完成了这首路过你的家乡歌词的创作,146,14,"[4, 13, 12, 7, 6, 6, 7, 11, 18, 9, 8, 5, 13, 27]",[4],[[3]],"[[4, 3]]",但而而但但而但而当更当就而而
1323,16日报道英国伯明翰一名计算机专家近期引起人们关注他不仅对所有计算机问题了如指掌更获得了欧洲计算机使用执照ECDL令人吃惊的是这名计算机奇才原来只是一名8岁男童他5岁时已懂得创立网站7岁完成ECDL成就或可媲美微软创办人比尔•盖茨,115,9,"[5, 20, 15, 17, 6, 17, 11, 8, 16]",[5],[[6]],"[[5, 6]]",由而但而更而当由但
1324,因是佛门重地记者并未被准许入内在警方的视频中可见指认完现场的妙某见到平静坐在一边的主持当即跪下随即主持开始说话虽然不清楚所说内容但可以想见一定让妙某内心震动他扑倒在主持怀里失声痛哭主持依旧端坐并未抚摸这个犯了大戒的随从随后妙某被带往讲经堂寺庙召开了全体僧人大会作为不好的榜样让妙某极为沮丧坐在警车上的他不断询问为何还不走而车窗外和妙某同修行5年的同学静静站着这个和他同龄的佛学弟子一脸困惑自从妙某进寺院就不断地绕着寺庙快速奔走一圈又一圈,218,22,"[6, 9, 9, 19, 4, 8, 9, 14, 12, 6, 13, 2, 8, 11, 14, 16, 4, 15, 15, 7, 12, 5]",[15],[[15]],"[[15, 15]]",更但但当但但但但当但但但当当但而因而而但但而
1325,他们老两口在林芝县城吃饭时几名藏民围着他俩看惊奇地问开着这车也能去拉萨老高自信的告诉他们不但要去拉萨还要看布达拉宫呢抵达拉萨看到布达拉宫两人高兴得像小孩从如美过澜沧江大桥进入怒江大峡谷峡谷九十九道弯坡陡弯急行车艰难由于从然乌湖到通麦这个路段最容易发生山体滑坡和泥石流人称死亡之地一边是雅鲁藏布江一边是岗日嘎布雪山和阿扎贡拉冰川道路环绕险象环生虽然是冰天雪景老高身上的衬衣还是被汗水沁透了,193,19,"[13, 9, 13, 9, 6, 8, 34, 7, 4, 4, 26, 6, 8, 16, 4, 4, 2, 5, 15]",[7],[[7]],"[[7, 7]]",当但就而但但而总但但而因而而由但但就但
1326,了解29日晚8点左右82岁的老太太陈某经抢救无效死亡83岁老伯印某仍在重症监护室抢救尚未脱离生命危险据附近居民介绍两名老人虽然都已经年过八旬但是身体还是非常硬朗经常一起下田干农活昨日记者赶到老人家中时亲属已经为过世的老太太办理后事全家人沉浸在悲伤之中邻居们都对此感到惋惜不已目前警方已展开调查,146,16,"[2, 8, 16, 16, 8, 7, 13, 10, 9, 2, 9, 15, 10, 12, 2, 7]",[13],[[12]],"[[13, 12]]",更但而但但而而但但如当但当而而但
1327,2008年6月5日二人来到黄某的老家安陆领了结婚证没多久胡某开始夜不归宿而且一回家就与黄某争吵胡某的债主也开始找上门来黄某找丈夫询问胡某也总是不理黄某认为丈夫在外面有了情况暗自展开了调查竟然发现她名下的一栋房屋被丈夫偷偷抵押了15万元用来还债挥霍2010年2月随着调查的深入黄某发现胡某竟然并没有离婚她气愤不已举报了胡某今年3月胡某被江岸区检察院批捕胡某后来交待他的未婚证明是伪造的,191,19,"[9, 16, 3, 8, 11, 12, 7, 7, 13, 7, 24, 6, 7, 7, 13, 10, 4, 11, 16]",[16],[[15]],"[[16, 15]]",但当但但而而而但但但但或但但但而但因但
1328,100岁的张水军奶奶是青松老年大学里年龄最大的学生一大早老人就拄着拐杖来到教室等待着她人生中的第一堂大学课老人童年生活凄苦从小父母双亡从来没有进过学堂老了还能有机会上学我特别高兴谈起老年大学张水军老人激动地说我们学习讲礼貌讲道德学写字学画画老年生活丰富多彩,128,15,"[25, 3, 7, 18, 8, 6, 8, 9, 5, 6, 9, 10, 3, 3, 8]",[9],[[8]],"[[9, 8]]",当但而就但但但当但当而当当就但
